"X0","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38"
9.68924,-0.0613352,0.265007,30.5346,8.42518,-0.466828,-12.062,-7.19205,-27.8576,-4.89602,-87.4513,99.9097,36.7216,2.2729,-65.7898,-15.3374,1.43569,-0.52708,-97.5211,5.80475,-4.58614,-2.14912,94.7937,-10.9439,97.252,-0.548947,-87.1876,72.9675,-63.1996,5.10002,88.7644,13.3179,79.7922,2.86439,-39.7627,20.5292,-18.8581,-14.2828,-17.9641
9.79053,0.0459336,0.275019,28.8335,6.74405,-0.642319,-12.0584,-6.60037,-26.9984,-4.02911,-87.416,99.7674,36.3304,2.15325,-65.8031,-14.1176,1.25721,-0.456417,-97.5798,0.120364,0.674953,-2.42631,94.7535,-11.1309,98.4145,0.0368252,-86.872,72.7455,-62.8713,5.2549,88.9013,12.943,79.7031,2.04649,-40.9893,20.5651,-19.4198,-13.6098,-21.7984
9.69259,-0.0738482,0.277403,30.5346,8.42518,-0.468536,-12.0805,-7.20533,-27.8075,-4.93105,-87.4484,99.8187,36.7074,2.28816,-65.7847,-14.3005,1.43569,-0.492565,-97.5301,5.80475,-4.57977,-2.14912,94.7862,-10.9439,97.255,0.103872,-87.1878,72.9675,-63.1996,5.11042,88.7644,13.3145,79.7922,2.62572,-39.7685,20.5231,-18.8581,-14.3181,-17.9387
9.80242,0.0285709,0.275019,28.7857,6.77539,-0.639525,-12.0576,-6.66219,-27.0007,-4.02222,-87.2804,99.7674,36.2195,2.12044,-65.804,-14.1475,1.24553,-0.456417,-97.6185,0.280977,0.68105,-2.40634,94.7535,-11.1237,98.4245,0.137842,-86.8682,72.6667,-63.2155,5.2549,88.9788,12.9447,79.7775,2.02093,-40.9837,20.5651,-19.4405,-13.5861,-21.7923
9.89754,0.0201693,0.338165,31.186,6.56386,-0.584701,-12.7553,-6.55169,-27.0051,-4.21632,-87.469,99.7421,36.9301,2.12462,-65.7769,-13.8725,1.4204,-0.518998,-97.5649,0.259819,0.655744,-2.40585,94.5683,-11.2297,98.4234,0.0755824,-87.3089,72.6754,-62.9569,5.30749,89.002,13.0969,79.7852,2.32688,-41.168,19.5464,-19.304,-13.5892,-21.8089
9.79053,0.0342622,0.269458,28.8309,6.74495,-0.660092,-11.9016,-6.60283,-27.0384,-4.02222,-87.4244,99.7674,36.3304,2.15325,-65.8043,-14.15,1.25721,-0.456417,-97.6198,0.120364,0.665196,-2.43532,94.7535,-11.1237,98.4301,0.113772,-86.872,72.7199,-62.9106,5.2549,88.8804,12.9441,79.7775,2.04649,-40.9893,20.5651,-19.4198,-13.6098,-21.7984
9.69259,-0.0738482,0.277403,30.5346,8.42518,-0.468536,-12.0805,-7.20533,-27.8075,-4.93105,-87.4484,99.8187,36.7074,2.28816,-65.7847,-14.3005,1.43569,-0.492565,-97.5301,5.80475,-4.57977,-2.14912,94.7862,-10.9439,97.255,0.103872,-87.1878,72.9675,-63.1996,5.11042,88.7644,13.3145,79.7922,2.62572,-39.7685,20.5231,-18.8581,-14.3181,-17.9387
9.65279,-0.0600228,0.265007,30.5346,8.44312,-0.466828,-12.0912,-7.25378,-27.5255,-4.72153,-87.4603,99.8504,36.7074,2.28696,-65.7862,-14.4151,1.47508,-0.52108,-97.5354,5.96838,-4.581,-2.14073,94.7883,-10.934,97.255,-0.501787,-87.1877,72.9858,-63.1368,5.10862,88.767,13.3314,79.8325,2.81409,-39.6836,20.5079,-18.8581,-14.2828,-17.9687
9.85779,0.0197988,0.284249,28.8143,6.80231,-0.63226,-12.0494,-6.60209,-27.0397,-3.99762,-87.5877,99.7418,36.341,2.15038,-66.4155,-14.2006,1.39575,-0.454796,-97.5879,0.277266,0.67957,-1.42944,94.6673,-11.2988,98.4082,-0.140667,-86.8549,72.6667,-62.8843,5.42016,88.9815,12.943,79.7842,2.29983,-40.9331,19.5358,-19.0734,-13.587,-21.8
9.68558,-0.0613352,0.277403,30.5346,8.42518,-0.468536,-12.0805,-7.19567,-27.8075,-4.93105,-87.4484,99.8187,36.7074,2.28696,-65.7854,-14.3005,1.43569,-0.497319,-97.5211,5.81816,-4.57977,-2.14912,94.7862,-10.9439,97.2839,0.123779,-87.1878,72.9675,-63.1996,5.10451,88.7644,13.3145,79.7922,2.62283,-39.7685,20.5231,-18.8581,-14.3181,-17.9387
9.85779,0.0197988,0.291697,28.8143,6.80231,-0.63226,-12.0494,-6.60209,-27.0374,-3.99762,-87.5877,99.7418,36.341,2.14864,-66.4155,-14.1403,1.339,-0.454796,-97.5879,0.277266,0.698996,-1.43087,94.618,-11.2988,98.4159,-0.140667,-86.9017,72.6512,-62.8843,5.2549,88.9815,12.943,79.7737,2.29983,-40.9331,19.5358,-19.0702,-13.587,-21.7712
9.89949,0.0201693,0.338165,31.186,6.56386,-0.584701,-12.8108,-6.55169,-26.9726,-4.21632,-87.469,99.7421,36.9301,2.12462,-65.7769,-13.8725,1.4204,-0.518886,-97.5649,0.259819,0.748135,-2.40585,94.5683,-11.274,98.4234,0.0755824,-87.3089,72.6754,-62.9717,5.30749,89.002,13.0981,79.7852,2.28168,-41.168,19.5464,-19.3187,-13.5892,-21.8089
10.0133,0.0201693,0.196917,30.9615,6.56547,-0.607926,-12.0382,-6.58161,-26.9972,-4.15116,-87.4574,99.7553,36.6869,2.19472,-65.5911,-13.8935,1.3596,-0.495565,-97.7194,0.335941,0.643656,-2.38638,94.6573,-11.1659,98.349,0.140925,-87.1588,72.6971,-63.0626,5.26326,89.0087,13.1059,79.8111,2.26886,-40.9302,19.5553,-19.1874,-13.2879,-21.8542
9.67873,-0.0549415,0.265007,30.5346,8.44283,-0.466828,-12.061,-7.19205,-27.7793,-4.72153,-87.4484,99.9496,36.6806,2.28696,-65.7849,-14.4014,1.46404,-0.602754,-97.5301,5.78604,-4.65494,-2.10664,94.7883,-10.835,97.255,-0.507378,-87.244,72.9675,-63.1798,5.1075,88.7644,13.3264,79.7757,2.81409,-39.7801,20.5231,-18.8675,-14.2828,-17.9901
9.68924,-0.0613352,0.265007,30.5346,8.42518,-0.466828,-12.0811,-7.19205,-27.8576,-4.89602,-87.4513,99.9097,36.7216,2.28696,-65.7898,-15.3367,1.43569,-0.52708,-97.5211,5.80475,-4.58614,-2.14912,94.7937,-10.9439,97.252,-0.548947,-87.1878,72.9675,-63.1996,5.10002,88.7644,13.3179,79.7922,2.86439,-39.7627,20.5292,-18.8581,-14.2828,-17.9641
9.85779,0.0197988,0.283418,28.8104,6.80231,-0.63226,-12.0494,-6.60209,-27.0397,-3.99762,-87.577,99.7404,36.35,2.15038,-66.4155,-14.1403,1.339,-0.454796,-97.5835,0.271801,0.695818,-1.42944,94.6644,-11.2988,98.4159,-0.140667,-86.8549,72.6667,-62.8843,5.2549,88.9815,12.943,79.7737,2.29983,-40.9331,19.5393,-19.0734,-13.587,-21.8
9.86142,0.0273128,0.291697,28.8143,6.80564,-0.63226,-12.0414,-6.60076,-26.9948,-3.98234,-87.5877,99.7418,36.3147,2.15038,-66.4187,-14.1403,1.33499,-0.454796,-97.5879,0.280633,0.699729,-1.42944,94.6644,-11.2988,98.4159,-0.143492,-86.8549,72.6633,-62.8866,5.2549,88.9815,13.3366,79.7737,2.29338,-40.9331,19.5358,-19.1105,-13.587,-21.7807
9.77464,0.0786768,0.273683,28.7375,6.74495,-0.660092,-12.056,-6.52484,-27.022,-4.03226,-87.416,99.8601,36.3661,2.15325,-65.7942,-14.15,1.25721,-0.456116,-97.5879,0.120364,0.661358,-2.43532,94.7535,-11.1226,98.4301,0.114549,-86.8749,72.7203,-62.8847,5.2549,88.9632,12.943,79.713,2.01608,-40.9705,20.543,-19.3843,-13.6059,-21.1285
9.80242,0.0580141,0.21548,28.8459,6.82678,-0.660337,-11.9996,-6.71682,-27.0007,-4.02067,-87.4121,99.7674,36.4151,2.15885,-65.8249,-14.1663,1.25045,-0.475808,-97.5688,0.272278,0.683809,-2.45983,94.7569,-11.1216,98.4193,0.137842,-86.8864,71.2139,-62.7802,5.25237,88.8888,12.943,79.7775,2.04649,-40.9819,20.5656,-19.4415,-13.5861,-21.7984
9.80242,0.0577972,0.275019,28.7857,6.74519,-0.654149,-12.0576,-6.60037,-26.9972,-4.03615,-87.4093,99.7674,36.2195,2.12044,-65.8083,-14.1475,-1.19241,-0.456417,-97.6128,0.280977,0.68105,-2.40634,94.7535,-11.0928,98.4245,0.137842,-86.8746,72.6667,-63.2054,5.2549,88.9387,12.9447,79.7894,2.04773,-40.9843,20.5651,-18.6773,-13.5861,-21.7984
9.80242,0.0577972,0.275019,28.7857,6.74519,-0.654149,-12.0576,-6.60037,-26.9972,-4.02729,-87.4133,99.7674,36.2195,2.12044,-65.8031,-14.1475,-1.17971,-0.456417,-97.6128,0.272017,0.68105,-2.40634,94.7535,-11.0928,98.4245,0.137842,-86.8746,72.6667,-63.2054,5.2549,88.9387,12.9447,79.7894,2.04773,-40.9843,20.5651,-18.6773,-13.5861,-21.7984
9.80242,0.0577972,0.275019,28.7857,6.74519,-0.632915,-12.0576,-6.60037,-26.9972,-4.02729,-87.4133,99.7674,36.2195,2.12044,-65.8031,-14.1475,-1.17971,-0.456417,-97.6128,0.280977,0.68105,-2.40634,94.7535,-11.0928,98.4245,0.137842,-86.8726,72.6667,-63.2054,5.2549,88.9413,12.9447,79.7894,2.04773,-40.9843,20.5651,-18.6773,-13.5861,-21.7984
9.85779,0.0197988,0.291697,28.8143,6.80231,-0.63226,-12.0494,-6.60209,-27.0374,-3.99762,-87.5877,99.7418,36.341,2.14864,-66.4155,-14.1403,1.339,-0.454796,-97.5879,0.277266,0.699747,-1.43087,94.6833,-11.2988,98.4159,-0.140667,-86.8549,72.6512,-62.8843,5.2549,88.9815,12.9295,79.7737,2.29983,-40.9331,19.5358,-19.0702,-13.587,-21.7712
9.68924,-0.0613352,0.265007,30.5346,8.42518,-0.466828,-12.062,-7.19205,-27.8576,-4.89602,-87.4513,99.9097,36.7216,2.28696,-65.7898,-15.3367,1.43569,-0.52708,-97.5211,5.80475,-4.58614,-2.14912,94.7798,-10.9439,97.252,-0.548947,-87.1878,72.9675,-63.1996,5.10002,88.7644,13.3179,79.7922,2.86439,-39.7627,20.5292,-18.8581,-14.2828,-17.9641
9.80242,0.0577972,0.275019,28.7857,6.74519,-0.638896,-12.0576,-6.60037,-26.9972,-4.02729,-87.4133,99.7674,36.2195,2.12044,-65.8031,-14.1475,-1.17971,-0.456417,-97.6128,0.272017,0.679344,-2.40634,94.7535,-11.0928,98.4245,0.137842,-86.8746,72.6667,-63.2054,5.2549,88.9387,12.9447,79.7894,2.04773,-40.9843,20.5651,-18.6773,-13.5861,-21.7984
9.85779,0.0197988,0.284249,28.8143,6.80231,-0.63226,-12.0494,-6.60209,-27.0397,-3.99762,-87.5877,99.7418,36.341,2.15038,-66.4982,-14.2006,1.339,-0.454796,-97.5879,0.277266,0.699729,-1.42944,94.6667,-11.2988,98.4159,-0.137993,-86.8549,72.6667,-62.8843,5.2549,88.9815,12.8533,79.7737,2.29983,-40.9331,19.5358,-19.0734,-13.587,-21.8
9.80242,0.0638625,0.275019,28.7857,6.77539,-0.639525,-12.0576,-6.66219,-27.0007,-4.02222,-87.2804,99.7674,36.2195,2.12044,-65.7837,-14.1475,1.24553,-0.456417,-97.6128,0.280977,0.656042,-2.40634,94.7535,-11.1237,98.4245,0.130721,-86.8682,72.6667,-63.2155,5.2549,88.9788,12.9447,79.7775,1.93133,-40.9837,20.5651,-19.4405,-13.5861,-21.7923
9.89382,0.0201693,0.287962,30.9612,6.56547,-0.537723,-12.0418,-6.56512,-26.9819,-4.16843,-87.4674,99.7586,36.7103,2.12167,-65.7455,-13.8935,1.4252,-0.495565,-97.7194,0.335941,0.634639,-2.38797,94.6747,-11.1836,98.432,0.14466,-87.1515,72.6971,-63.0626,5.25783,88.9683,13.1269,79.804,2.26774,-40.9226,19.4973,-19.3397,-13.2937,-21.8516
9.80242,0.0577972,0.275019,28.8071,6.77539,-0.643653,-12.0576,-6.66219,-27.0007,-4.02222,-87.2995,99.7639,36.2223,2.12044,-65.804,-14.1475,1.24553,-0.456417,-97.6128,0.280977,0.68105,-2.40634,94.7535,-11.1237,98.4245,0.137842,-86.8682,72.6667,-63.2097,5.2549,88.9788,12.9447,79.7775,2.07351,-40.9837,20.5241,-19.4405,-13.5861,-21.7923
9.85779,0.0197988,0.291697,28.8143,6.80231,-0.63226,-12.0494,-6.60209,-27.0374,-3.99762,-87.5877,99.7418,36.341,2.14864,-66.4155,-14.1403,1.339,-0.454796,-97.5879,0.277266,0.699747,-1.43087,94.6644,-11.2988,98.4159,-0.140667,-86.8549,72.6512,-63.1448,5.2549,88.9815,12.943,79.7737,2.29983,-40.9331,19.5358,-19.0702,-13.587,-21.7712
9.69259,-0.0738482,0.274726,30.5346,8.42518,-0.468536,-12.0805,-7.20889,-27.8075,-4.93105,-87.4484,99.8187,36.7074,2.28816,-65.7847,-14.3005,1.44193,-0.492565,-97.5301,5.80475,-4.57977,-2.14912,94.7862,-10.9439,97.255,0.103872,-87.1878,72.9675,-63.1996,5.11042,88.7644,13.3145,79.7922,2.62572,-39.7685,20.5231,-18.8581,-14.3181,-17.9387
9.91722,0.0854832,0.298781,30.9566,6.53118,-0.540952,-12.0311,-6.56245,-27.0035,-4.15116,-87.4674,99.7546,36.711,2.12167,-65.7313,-13.9273,1.4448,-0.513083,-97.6883,0.353168,0.660418,-2.38638,94.6791,-11.1851,98.4232,0.140925,-87.1242,72.6651,-63.0626,5.18484,89.0204,13.1104,79.838,2.26886,-40.9226,19.5109,-19.3138,-13.4536,-21.8745
9.80018,0.018318,0.275019,28.8643,6.71329,-0.664552,-12.0514,-6.60037,-27.022,-4.01911,-87.416,99.7674,36.3304,2.15325,-65.8135,-14.1492,1.25721,-0.468274,-97.5681,0.071142,0.673117,-2.43471,94.7535,-11.1237,98.4301,0.113772,-86.8731,72.7199,-62.8713,5.2549,88.9807,12.953,79.7775,2.06475,-40.989,20.5651,-19.4198,-13.598,-21.7984
9.80242,0.0577972,0.275019,28.7857,6.77539,-0.639525,-12.0576,-6.66219,-27.0007,-4.02222,-87.2804,99.7674,36.2195,2.12044,-65.804,-14.1475,1.24553,-0.456417,-97.6128,0.346779,0.670911,-2.40634,94.7535,-11.1176,98.4245,0.137842,-86.8791,72.6667,-63.2155,5.2549,88.9788,12.9447,79.7775,2.07351,-40.9837,20.5651,-19.4402,-13.5861,-21.7923
9.89382,0.0201693,0.196917,30.9615,6.56547,-0.607926,-12.0655,-6.58161,-26.9972,-4.15116,-87.4574,99.7553,36.6869,2.19472,-65.5911,-13.8935,1.3596,-0.495565,-97.7194,0.356586,0.643656,-2.38638,94.6573,-11.1659,98.349,0.140925,-87.1588,72.6971,-63.053,5.26326,89.0087,13.1059,79.8219,2.26886,-40.9302,19.5553,-19.3373,-13.2879,-21.8542
9.85779,0.0197988,0.291697,28.8143,6.80231,-0.63226,-12.0494,-6.60209,-27.0374,-3.99762,-87.5877,99.7418,36.341,2.15574,-66.4155,-14.1403,1.339,-0.454796,-97.5879,0.277266,0.699747,-1.43087,94.6749,-11.2988,98.4159,-0.140667,-86.8549,72.6512,-62.8843,5.2549,88.9815,12.943,79.7737,2.29983,-40.9331,19.5358,-19.0702,-13.587,-21.7711
9.68825,-0.0549415,0.103046,30.5346,8.43087,-0.495927,-12.0893,-7.19188,-27.7793,-4.72153,-87.4198,99.9496,36.7074,2.28696,-65.7849,-14.4014,1.46404,-0.602754,-97.5271,5.78604,-4.6519,-2.14885,94.7883,-10.835,97.2637,-0.507378,-87.244,72.9675,-63.1798,5.1075,88.7644,13.3314,79.8199,2.76193,-39.7747,20.5231,-18.8298,-14.2439,-18.0102
9.87653,0.0261619,0.320121,28.8176,6.81023,-0.669516,-12.0414,-6.60209,-27.0517,-4.02249,-87.5659,99.7432,36.3222,2.15475,-65.7988,-13.6505,1.339,-0.433482,-97.5879,0.294477,0.740556,-1.43256,94.6698,-11.4031,98.4272,0.17399,-86.8699,72.6599,-62.8825,5.22933,88.9309,12.9453,79.7705,2.17831,-40.9947,19.554,-19.4644,-13.5779,-21.8376
9.79053,0.0580141,0.275019,29.0099,6.74937,-0.466166,-12.0548,-6.60037,-27.0007,-3.7138,-87.416,99.7674,36.341,2.14824,-65.8071,-14.2214,1.16637,-0.456417,-97.5967,0.255803,0.673117,-2.43532,94.7643,-11.1237,98.4245,0.133828,-86.8776,72.6667,-62.8631,5.2549,88.9788,12.943,79.9435,2.04943,-40.9543,20.5651,-19.4692,-13.5839,-21.7656
9.83691,0.0135995,0.320121,28.8274,6.84003,-0.669516,-12.0584,-6.60209,-27.0517,-4.02249,-87.5659,99.7432,36.341,2.15475,-65.7988,-13.6449,1.339,-0.460804,-97.5879,0.314203,0.742274,-1.4432,94.657,-11.3925,98.4384,0.17399,-86.8699,72.6747,-62.8825,5.25229,88.9309,12.9453,79.7705,2.17831,-40.9939,19.5399,-19.4644,-13.5779,-21.8376
9.79053,0.0607833,0.275019,28.8309,6.79827,-0.642319,-12.0683,-6.60037,-26.9984,-4.02222,-87.416,99.866,36.3304,2.15325,-65.8031,-14.15,1.25721,-0.467602,-97.5829,0.120364,0.673117,-2.42631,94.7595,-11.1129,98.4033,0.11115,-86.872,72.7199,-62.8725,5.17449,88.9788,12.943,79.7551,2.04649,-40.9893,20.5651,-19.4198,-13.6098,-21.7984
9.68825,-0.0613352,0.277403,30.5346,8.42518,-0.468536,-12.0811,-7.21054,-27.8075,-4.93253,-87.4484,99.8187,36.7074,2.28696,-65.779,-14.3005,1.43569,-0.492565,-97.5211,5.80475,-4.57977,-2.14912,94.7862,-10.8904,97.255,0.122718,-87.1878,72.9675,-63.1996,5.10449,88.7356,13.3145,79.7922,2.81409,-39.7685,20.7576,-18.8774,-14.3181,-17.9628
9.66378,-0.0520194,0.21321,30.5403,8.44025,-0.457715,-12.1347,-7.25275,-27.8214,-4.66584,-86.9686,99.5684,36.6004,2.35086,-65.7989,-14.4451,1.45728,-0.552174,-97.5418,6.0167,-5.038,-2.14071,94.7295,-11.1273,97.2582,-0.25753,-87.3766,73.0151,-62.483,5.08397,88.67,13.3166,79.6314,2.7856,-39.7963,19.164,-18.8483,-14.2367,-17.8703
9.85779,0.0197988,0.291697,28.8143,6.80231,-0.63226,-12.0494,-6.60209,-27.0397,-3.99762,-87.5877,99.7418,36.341,2.15038,-66.4155,-14.1403,1.339,-0.454796,-97.5879,0.280458,0.699729,-1.42944,94.6644,-11.2945,98.4133,-0.140667,-86.8549,72.7707,-62.8843,5.2549,88.9815,12.943,79.7737,2.29983,-40.9331,19.5358,-19.0734,-13.5388,-21.8
9.86142,0.0261619,0.178346,28.8274,6.84645,-0.669516,-12.0414,-6.60209,-27.0517,-4.01498,-87.5542,99.7152,36.341,2.19046,-65.8044,-14.1432,1.32356,-0.452496,-97.5879,0.284682,0.703802,-1.42501,94.6644,-11.3684,98.4147,0.141521,-86.8488,72.6599,-62.8775,5.3086,88.9714,12.9405,79.766,2.17831,-40.961,19.5399,-19.4846,-13.5769,-21.8376
9.68825,-0.0613352,0.277403,30.5346,8.42518,-0.468536,-12.0811,-7.21054,-27.8075,-4.93253,-87.4484,99.8187,36.7074,2.28696,-65.779,-14.3005,1.43569,-0.492565,-97.5211,5.80475,-4.57977,-2.14912,94.7862,-10.8904,97.255,0.122718,-87.1878,72.9675,-63.1996,5.10449,88.7356,13.3145,79.7922,2.81409,-39.7685,20.7576,-18.8774,-14.3181,-17.9628
9.86142,0.0261619,0.18571,28.8274,6.84645,-0.669516,-12.1404,-6.60209,-27.0517,-4.01498,-87.5542,99.7152,36.341,2.19046,-65.8044,-14.1432,1.32356,-0.452496,-97.5879,0.284682,0.703802,-1.42501,94.6644,-11.3684,98.4147,0.141521,-86.8488,72.6599,-62.8744,5.32967,88.9714,12.9405,79.7734,2.17831,-40.961,19.5399,-19.4846,-13.5769,-21.8376
9.68924,-0.0613352,0.265007,30.5346,8.42518,-0.466828,-12.0811,-7.19205,-27.8576,-4.89602,-87.4513,99.9097,36.5447,2.28696,-65.7862,-15.3367,1.43569,-0.52708,-97.5211,5.80475,-4.58614,-2.14912,94.7937,-10.9439,97.252,-0.548947,-87.1878,72.6758,-63.1996,5.10002,88.7644,13.3314,79.7923,2.88049,-39.7627,20.5162,-18.8581,-14.2828,-17.9641
9.56687,-0.0623078,0.265007,30.5322,8.44312,-0.466828,-12.0912,-7.26231,-27.5255,-4.72153,-87.4584,99.9556,36.7074,2.23568,-65.7862,-14.4151,1.47101,-0.52108,-97.5354,5.99012,-4.581,-2.14073,94.7883,-10.934,97.2435,-0.430593,-87.1806,72.9759,-63.1368,5.10862,88.6922,13.3314,79.8325,2.81018,-39.7636,20.5064,-18.8581,-14.2828,-17.9687
9.68825,-0.0549415,0.265007,30.5346,8.33122,-0.466828,-12.0893,-7.19188,-27.8225,-4.72153,-87.4484,99.9496,36.7074,2.28696,-65.7849,-14.4014,1.45931,-0.602754,-97.5301,5.78604,-4.63475,-2.14885,94.7883,-10.835,97.255,-0.507378,-87.244,72.9675,-63.1798,5.1075,88.7644,13.3314,79.8199,2.81409,-39.7747,20.5231,-18.8675,-14.2624,-17.9901
9.79053,0.0580141,0.263645,28.8309,6.73184,-0.660092,-12.0568,-6.58857,-27.0323,-4.01405,-87.4521,99.7674,36.3304,2.15325,-65.8031,-13.7205,1.25721,-0.465624,-97.5879,0.120364,0.673117,-2.38195,94.7826,-11.1258,98.4301,0.031717,-86.8621,72.7199,-62.8649,5.45659,88.9788,12.9436,79.7549,2.0392,-40.9893,20.5825,-19.4087,-13.5954,-21.7984
9.87653,0.0261619,0.320121,28.8274,7.07039,-0.669516,-12.0414,-6.60209,-30.4531,-4.02249,-87.5659,99.7432,36.341,2.15475,-65.7638,-13.6505,1.33453,-0.433482,-97.5879,0.311567,0.742274,-1.43256,94.657,-11.3925,98.4272,0.17399,-86.8699,72.6752,-62.8825,5.20391,88.9309,12.9453,79.7705,2.17831,-40.9947,19.554,-19.4644,-13.5695,-21.8376
9.82314,0.0580141,0.275019,28.8309,6.71268,-0.673396,-12.056,-6.60037,-27.022,-4.02222,-87.416,99.7642,36.3304,2.15325,-65.8031,-14.1492,1.25721,-0.468274,-97.5879,0.071142,0.673117,-2.43532,94.7629,-11.1279,98.4301,0.113772,-86.8731,72.7222,-62.8713,5.26237,88.9807,12.943,79.7775,2.27761,-40.989,20.5651,-19.4198,-13.5951,-21.8042
9.87653,0.0261619,0.321979,28.8274,6.84003,-0.669516,-12.0414,-6.66548,-27.0517,-4.02249,-87.5659,99.7432,36.3437,2.15475,-65.7988,-13.6505,1.34128,-0.433482,-97.5879,0.311567,0.748191,-1.43256,94.657,-11.3881,98.4272,0.17399,-86.8699,72.6599,-62.8825,5.20391,88.9309,12.9416,79.7705,2.17831,-40.9947,19.554,-19.4644,-13.5779,-21.8376
9.89382,0.0201693,0.179206,30.9615,6.49449,-0.607926,-12.0534,-6.57811,-26.9777,-4.15116,-87.5035,99.7726,36.6878,2.12167,-65.7306,-13.8935,1.40071,-0.500372,-97.7666,0.335941,0.644309,-2.38638,94.6556,-11.1836,98.4232,0.140925,-87.1515,72.6971,-63.0626,5.25638,88.902,13.1044,79.8014,2.26886,-41.0065,19.5843,-19.3373,-13.2879,-21.8484
9.80242,0.0577972,0.275019,28.7857,6.74519,-0.654149,-12.0576,-6.60037,-26.9972,-4.03615,-87.4093,99.7674,36.2195,2.12044,-65.8031,-14.1475,-1.19241,-0.456417,-97.6128,0.280977,0.68105,-2.40634,94.7535,-11.0928,98.4245,0.137842,-86.8746,72.6667,-63.2054,5.2549,88.9387,12.9447,79.7894,2.04773,-40.9843,20.5651,-18.6773,-13.5861,-21.7984
9.87728,0.0197087,0.276533,28.8309,6.73536,-0.660092,-11.9016,-6.60037,-27.022,-4.02222,-87.416,99.7674,36.3304,2.15325,-65.8031,-14.15,1.25721,-0.456417,-97.6053,0.0904832,0.665196,-2.43287,94.7535,-11.1237,98.4301,0.113772,-86.872,72.7199,-62.8713,5.2549,88.9788,12.943,79.7775,2.04649,-40.9893,20.5672,-19.4097,-13.514,-21.8169
9.91722,0.0118473,0.298781,30.954,6.48524,-0.525081,-12.0311,-6.56245,-27.019,-4.15116,-87.4674,99.7446,36.703,2.12306,-65.7313,-13.906,1.4448,-0.513083,-97.6883,0.314112,0.660418,-2.39338,94.6635,-11.1851,98.4232,0.140925,-87.157,72.6988,-63.0626,5.15735,89.0229,13.1104,79.7962,2.26886,-40.9226,19.5109,-19.3138,-13.5892,-21.8745
9.66378,-0.0727464,0.224322,30.5223,8.44025,-0.467235,-12.1347,-7.25275,-27.7051,-4.66584,-86.9686,99.5676,36.6004,2.35086,-65.783,-14.4451,1.46532,-0.555391,-97.5231,6.0167,-5.03365,-2.14071,94.7295,-11.1273,97.2023,-0.274928,-87.3769,73.0143,-62.4675,5.08397,88.67,13.3119,79.645,2.78908,-39.7963,19.164,-18.8483,-14.1868,-17.8703
9.91722,0.0854832,0.298781,30.9566,6.53118,-0.540952,-12.0311,-6.56245,-27.0035,-4.15116,-87.4674,99.7546,36.711,2.12167,-65.7313,-13.9273,1.4448,-0.513083,-97.6883,0.353168,0.660418,-2.38638,94.6791,-11.1851,98.4232,0.140925,-87.1242,72.6651,-63.0626,5.18484,89.0216,13.1104,79.838,2.26886,-40.9226,19.5109,-19.3138,-13.4536,-21.8745
9.68825,-0.0623078,0.264539,30.5346,8.44312,-0.466828,-12.0912,-7.24684,-27.5255,-4.72153,-87.4584,99.952,35.882,2.28696,-65.7834,-14.4047,1.47101,-0.52108,-97.5354,5.93393,-4.5997,-2.12315,94.7883,-10.9088,97.255,-0.501787,-87.1877,72.9818,-63.1368,5.0871,88.7644,13.3314,79.8643,2.81409,-39.757,20.5475,-18.8581,-14.2828,-17.9687
9.80242,0.0638625,0.275019,28.7857,6.77539,-0.639525,-12.0576,-6.66219,-27.0007,-4.02222,-87.2804,99.7674,36.2195,2.12044,-65.7837,-14.1475,1.24553,-0.456417,-97.6128,0.280977,0.656042,-2.40634,94.7535,-11.1237,98.4245,0.130721,-86.8682,72.6667,-63.2155,5.2549,88.9788,12.9447,79.7775,2.07351,-40.9837,20.5651,-19.4405,-13.5861,-21.7923
9.88722,0.0201693,0.281313,30.9544,6.57094,-0.604397,-11.8707,-6.77648,-26.9938,-4.21632,-87.469,99.7043,36.8134,2.15362,-65.7769,-13.8719,1.37995,-0.512414,-97.6882,0.290661,0.767362,-2.40743,94.6839,-11.2297,98.4234,0.967229,-87.3089,72.6516,-62.9856,5.30749,89.0313,13.0762,79.8014,2.28168,-41.168,19.5297,-19.3318,-13.5749,-21.7943
9.68825,-0.0545375,0.265007,30.5346,8.44283,-0.466828,-12.1114,-7.17305,-28.6825,-4.72153,-87.4322,99.9496,36.7132,2.28696,-65.7849,-14.4014,1.46404,-0.602754,-97.5442,5.78604,-4.6519,-2.14885,94.7883,-10.835,97.255,-0.507378,-87.2585,72.9675,-63.1798,5.1075,88.7644,13.3314,79.8199,2.81409,-39.7747,20.5231,-18.8675,-14.2439,-18.0102
9.91722,0.0118473,0.298781,30.954,6.48524,-0.525081,-12.0311,-6.56245,-27.019,-4.15116,-87.4674,99.7446,36.703,2.12167,-65.7313,-13.906,1.4448,-0.513083,-97.6883,0.314112,0.660418,-2.39338,94.6791,-11.1851,98.4232,0.140925,-87.157,72.6988,-63.0626,5.15735,89.043,13.1104,79.8014,2.26886,-40.9226,19.5109,-19.3138,-13.5892,-21.8792
